,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
902,2011-10-14,61,48,55,2,41,48,10,0,603,1712,set(),0.0,28.94,29.6,15.25,27,15.45
903,2011-10-15,61,47,54,1,36,46,10,0,604,1711,set(),0.0,29.14,29.8,14.85,26,15.2
904,2011-10-16,61,47,54,2,39,46,11,0,605,1709,{'RA'},0.15,29.12,29.81,7.05,27,8.3
905,2011-10-17,58,40,49,-2,33,42,15,0,606,1707,set(),0.0,29.14,29.86,10.7,25,10.85
906,2011-10-18,54,40,47,-3,37,43,17,0,607,1706,"{'BR', 'RA', 'DZ'}",0.04,29.12,29.83,5.85,18,7.85
907,2011-10-19,49,44,47,-4,40,44,18,0,608,1704,"{'BR', 'RA'}",0.84,28.95,29.68,18.35,18,18.95
908,2011-10-20,46,42,44,-5,37,42,20,0,610,1703,{'RA'},0.08,29.02,29.69,15.1,31,15.5
909,2011-10-21,54,37,46,-3,34,41,18,0,611,1701,set(),0.0,29.36,30.04,4.45,28,5.55
910,2011-10-22,66,36,51,1,37,44,14,0,612,1660,set(),0.0,29.32,30.02,3.45,22,3.8
911,2011-10-23,67,39,53,4,41,48,11,0,613,1658,"{'RA', 'BR', 'TS'}",0.21,29.22,29.94,6.0,22,6.9
912,2011-10-24,63,45,54,5,39,46,11,0,614,1657,{'RA'},0.03,29.38,30.05,5.35,27,7.2
913,2011-10-25,74,47,61,13,45,53,4,0,616,1656,"{'BR', 'TS', 'RA'}",0.08,29.15,29.86,8.3,19,11.35
914,2011-10-26,53,47,50,2,42,46,14,0,617,1654,{'BR'},0.0,29.22,29.9,13.15,36,13.4
915,2011-10-27,52,38,45,-2,37,42,19,0,618,1653,"{'BR', 'RA'}",0.14,29.37,30.04,3.55,18,6.35
916,2011-10-28,54,35,45,-2,32,40,20,0,619,1651,set(),0.02,29.4,30.11,5.05,21,5.65
917,2011-10-29,54,35,45,-2,29,38,20,0,620,1650,set(),0.0,29.37,30.08,4.2,27,5.0
918,2011-10-30,57,35,46,0,35,41,19,0,622,1649,"{'BR', 'RA'}",0.14,29.3,30.02,10.6,19,11.15
919,2011-10-31,53,37,45,0,35,40,19,0,623,1647,{'BR'},0.0,29.38,30.07,4.15,24,4.95
920,2012-05-01,64,50,57,4,52,55,7,0,448,1849,"{'RA', 'BR', 'HZ'}",0.2,29.21,29.92,5.85,12,7.0
921,2012-05-02,79,59,69,15,60,64,0,4,447,1850,"{'BR', 'FG+'}",0.0,29.16,29.84,7.8,20,9.85
922,2012-05-03,86,67,77,23,64,69,0,12,446,1851,"{'RA', 'VC', 'BR', 'TS'}",0.7,29.2,29.86,11.8,21,12.65
923,2012-05-04,72,53,63,9,55,58,2,0,444,1852,"{'HZ', 'RA', 'BR', 'TS'}",0.28,29.26,29.94,6.0,3,9.6
924,2012-05-05,61,52,57,2,53,55,8,0,443,1853,"{'RA', 'BR', 'HZ'}",0.0,29.32,30.01,7.7,3,8.0
925,2012-05-06,71,52,62,7,53,56,2,0,442,1855,"{'RA', 'BR', 'TS'}",0.6,29.24,29.93,4.2,6,7.85
926,2012-05-07,62,53,58,3,55,57,7,0,441,1856,"{'HZ', 'FG', 'RA', 'BR', 'TS', 'FG+'}",0.53,29.17,29.86,1.85,19,5.25
927,2012-05-08,70,51,61,5,45,53,4,0,439,1857,"{'BR', 'FG+'}",0.0,29.16,29.86,8.35,27,8.9
928,2012-05-09,60,46,53,-2,43,48,11,0,438,1858,{'RA'},0.03,29.23,29.92,4.05,18,7.7
929,2012-05-10,66,45,56,0,33,46,9,0,437,1859,set(),0.0,29.32,30.0,3.0,4,6.7
930,2012-05-11,78,45,62,5,39,52,3,0,436,1860,set(),0.0,29.4,30.08,9.3,20,9.65
931,2012-05-12,68,52,60,3,43,51,5,0,435,1901,"{'TS', 'RA'}",0.14,29.54,30.22,5.55,2,9.05
932,2012-05-13,70,51,61,3,32,48,4,0,434,1902,set(),0.0,29.48,30.18,7.9,3,8.45
933,2012-05-14,80,44,62,4,36,51,2,0,433,1903,set(),0.0,29.34,30.05,2.15,16,4.85
934,2012-05-15,85,56,71,13,44,56,0,6,432,1904,"{'TS', 'RA'}",0.03,29.21,29.9,8.0,24,12.2
935,2012-05-16,64,51,58,-1,33,46,7,0,431,1905,set(),0.0,29.41,30.08,10.6,4,11.55
936,2012-05-17,72,47,60,1,39,50,5,0,430,1906,set(),0.0,29.41,30.1,5.3,11,5.95
937,2012-05-18,85,55,70,10,39,54,0,5,429,1907,set(),0.0,29.32,30.02,8.05,15,8.8
938,2012-05-19,91,61,77,17,52,62,0,12,428,1908,set(),0.0,29.32,29.99,7.75,16,8.85
939,2012-05-20,92,65,79,18,57,65,0,14,427,1909,"{'TS', 'RA'}",0.14,29.31,29.98,8.8,21,11.25
940,2012-05-21,66,54,60,0,44,52,4,0,426,1910,set(),0.0,29.42,30.1,12.05,18,13.1
941,2012-05-22,69,49,60,-1,41,51,5,0,425,1911,set(),0.0,29.31,30.02,6.0,4,7.55
942,2012-05-23,82,48,65,4,41,54,0,0,425,1912,set(),0.0,29.13,29.84,6.25,16,6.75
943,2012-05-24,90,65,78,16,52,63,0,13,424,1913,set(),0.0,29.0,29.68,16.3,18,16.45
944,2012-05-25,81,66,74,12,49,59,0,9,423,1914,set(),0.0,29.34,29.97,3.85,4,10.4
945,2012-05-26,84,61,73,11,54,61,0,8,422,1915,{'RA'},0.0,29.39,30.06,10.0,7,11.25
946,2012-05-27,97,71,84,22,58,68,0,19,422,1916,set(),0.0,29.2,29.89,9.05,18,10.4
947,2012-05-28,94,75,85,22,60,68,0,20,421,1916,{'RA'},0.02,29.06,29.74,13.8,22,14.45
948,2012-05-29,85,62,74,10,45,59,0,9,421,1917,set(),0.0,29.13,29.8,10.65,28,11.85
949,2012-05-30,69,53,61,-2,46,53,3,0,420,1918,set(),0.0,29.25,29.9,5.65,36,10.0
950,2012-05-31,54,48,51,-12,45,48,13,0,420,1919,"{'BR', 'RA'}",1.04,29.22,29.94,11.35,3,12.0
951,2012-06-01,64,49,57,-7,43,49,8,0,419,1920,"{'BR', 'RA'}",0.02,29.1,29.8,8.15,36,10.35
952,2012-06-02,75,49,62,-1,46,55,2,0,419,1920,set(),0.0,29.06,29.75,11.15,25,11.5
953,2012-06-03,80,56,68,4,48,58,0,3,418,1921,set(),0.01,29.13,29.8,9.05,27,9.6
954,2012-06-04,74,59,67,3,47,56,0,2,418,1922,set(),0.0,29.21,29.88,7.7,3,8.65
955,2012-06-05,69,57,63,-1,49,56,1,0,417,1923,set(),0.0,29.32,29.99,9.25,3,9.65
956,2012-06-06,75,54,64,-1,46,55,0,0,417,1923,set(),0.0,29.38,30.06,5.95,3,6.25
957,2012-06-07,80,54,67,1,44,56,0,2,417,1924,set(),0.0,29.4,30.09,2.75,9,5.25
958,2012-06-08,87,56,72,6,48,60,0,7,417,1925,set(),0.0,29.3,29.99,6.9,24,7.45
959,2012-06-09,89,65,78,12,50,62,0,13,416,1925,set(),0.0,29.21,29.9,9.35,22,10.25
960,2012-06-10,92,69,81,14,55,65,0,16,416,1926,set(),0.0,29.23,29.9,11.15,18,11.55
961,2012-06-11,90,71,80,13,62,68,0,15,416,1926,{'RA'},0.0,29.15,29.82,9.15,22,11.1
962,2012-06-12,77,60,69,1,46,57,0,4,416,1927,set(),0.0,29.36,30.02,6.5,33,10.7
963,2012-06-13,71,55,63,-4,45,55,1,0,416,1927,set(),0.0,29.46,30.14,7.75,8,7.95
964,2012-06-14,86,58,72,4,48,59,0,7,416,1928,set(),0.0,29.38,30.08,7.6,12,8.7
965,2012-06-15,93,63,78,10,48,61,0,13,416,1928,set(),0.0,29.36,30.04,7.8,15,9.15
966,2012-06-16,94,69,82,13,60,68,0,17,416,1929,"{'BR', 'RA'}",0.34,29.26,29.94,10.95,19,12.0
967,2012-06-17,86,68,77,8,59,66,0,12,416,1929,"{'BR', 'RA'}",0.13,29.16,29.84,5.5,23,7.45
968,2012-06-18,93,70,82,12,65,71,0,17,416,1929,set(),0.0,29.06,29.72,16.85,21,17.25
969,2012-06-19,94,76,86,16,65,71,0,21,416,1930,set(),0.0,29.24,29.88,14.25,20,14.7
970,2012-06-20,94,76,85,15,62,70,0,20,416,1930,set(),0.0,29.26,29.92,15.0,20,15.2
971,2012-06-21,84,70,77,7,59,66,0,12,416,1930,{'RA'},0.02,29.24,29.9,7.35,26,9.6
972,2012-06-22,85,63,74,4,52,62,0,9,417,1931,set(),0.0,29.29,29.96,2.15,19,6.0
973,2012-06-23,86,62,75,5,55,63,0,10,417,1931,set(),0.0,29.31,29.99,3.1,8,5.25
974,2012-06-24,93,67,80,9,57,65,0,15,417,1931,set(),0.0,29.27,29.94,2.4,3,7.6
975,2012-06-25,75,61,68,-2,48,58,0,3,417,1931,set(),0.0,29.38,30.05,14.5,3,14.85
976,2012-06-26,82,59,71,0,50,59,0,6,418,1931,set(),0.0,29.3,29.99,4.55,9,5.8
977,2012-06-27,91,60,76,5,51,63,0,11,418,1931,set(),0.0,29.17,29.86,11.7,20,12.0
978,2012-06-28,100,76,88,17,68,74,0,23,419,1931,"{'RA', 'TS', 'HZ'}",0.1,29.11,29.77,7.4,25,9.8
979,2012-06-29,88,69,79,8,61,68,0,14,419,1931,"{'RA', 'BR', 'TS', 'HZ'}",0.35,29.18,29.82,2.1,19,7.6
980,2012-06-30,90,69,80,8,67,72,0,15,419,1931,set(),0.0,29.14,29.81,6.45,23,7.0
981,2012-07-01,90,67,79,7,67,71,0,14,420,1931,"{'TS', 'RA'}",0.29,29.26,29.92,2.95,22,5.5
982,2012-07-02,97,72,85,13,69,74,0,20,420,1931,"{'BR', 'HZ'}",0.0,29.24,29.92,5.1,23,5.75
983,2012-07-03,95,77,86,14,67,73,0,21,421,1931,set(),0.0,29.16,29.84,9.55,24,10.0
984,2012-07-04,101,79,91,19,68,75,0,26,422,1930,set(),0.0,29.18,29.84,8.8,25,9.25
985,2012-07-05,102,79,91,19,68,75,0,26,422,1930,"{'TS', 'RA'}",0.15,29.22,29.88,4.8,25,7.25
986,2012-07-06,103,82,93,21,71,77,0,28,423,1930,set(),0.0,29.24,29.9,5.7,27,7.1
987,2012-07-07,98,73,86,14,67,72,0,21,423,1930,set(),0.0,29.29,29.94,7.75,1,11.35
988,2012-07-08,85,71,78,5,56,65,0,13,424,1929,set(),0.0,29.36,30.02,12.0,3,12.3
989,2012-07-09,89,67,78,5,58,65,0,13,425,1929,set(),0.0,29.35,30.02,4.8,5,6.85
990,2012-07-10,82,69,76,3,55,64,0,11,425,1929,set(),0.0,29.42,30.08,10.35,4,10.6
991,2012-07-11,86,66,77,4,57,65,0,12,426,1928,set(),0.0,29.42,30.09,6.55,8,8.45
992,2012-07-12,90,68,80,7,53,64,0,15,427,1928,set(),0.0,29.38,30.05,7.25,11,8.7
993,2012-07-13,93,71,82,9,63,69,0,17,428,1927,"{'RA', 'BR', 'TS'}",0.15,29.34,30.02,3.3,14,6.4
994,2012-07-14,89,70,80,7,65,70,0,15,428,1927,{'HZ'},0.01,29.33,30.01,1.55,23,5.65
995,2012-07-15,95,70,83,9,66,71,0,18,429,1926,set(),0.0,29.32,30.0,2.15,24,7.1
996,2012-07-16,97,74,86,12,65,72,0,21,430,1925,set(),0.0,29.22,29.9,7.85,23,8.4
997,2012-07-17,99,79,89,15,66,74,0,24,431,1925,set(),0.0,29.16,29.82,8.75,25,9.6
998,2012-07-18,92,71,82,8,71,74,0,17,432,1924,"{'RA', 'SQ', 'BR', 'TS'}",0.7,29.21,29.88,5.65,4,8.75
999,2012-07-19,84,70,77,3,70,72,0,12,433,1923,"{'RA', 'BR', 'TS'}",0.84,29.22,29.88,4.6,4,10.25
1000,2012-07-20,81,68,75,1,60,65,0,10,433,1923,{'DZ'},0.0,29.36,30.03,9.95,4,10.6
1001,2012-07-21,88,67,77,3,63,69,0,12,434,1922,set(),0.0,29.36,30.04,3.85,25,4.6
1002,2012-07-22,89,71,81,7,65,70,0,16,435,1921,set(),0.01,29.34,30.03,5.9,20,6.45
1003,2012-07-23,97,81,89,15,67,74,0,24,436,1920,{'RA'},0.01,29.23,29.9,9.9,24,10.65
1004,2012-07-24,86,70,78,4,65,70,0,13,437,1919,"{'RA', 'BR', 'TS'}",0.46,29.28,29.93,6.1,4,7.6
1005,2012-07-25,100,72,86,12,67,73,0,21,438,1918,{'RA'},0.0,29.02,29.72,9.3,20,12.1
1006,2012-07-26,89,70,80,6,69,72,0,15,439,1918,"{'TS', 'RA'}",0.39,29.03,29.69,6.2,24,8.95
1007,2012-07-27,86,68,77,3,64,68,0,12,440,1917,set(),0.02,29.2,29.83,5.05,32,8.75
1008,2012-07-28,82,69,76,2,60,66,0,11,441,1916,set(),0.0,29.4,30.06,6.65,5,8.35
1009,2012-07-29,86,65,76,2,58,66,0,11,442,1915,{'RA'},0.0,29.34,30.02,4.5,14,5.8
1010,2012-07-30,92,71,82,8,61,69,0,17,443,1914,set(),0.0,29.22,29.9,6.0,20,7.2
1011,2012-07-31,85,69,78,4,65,69,0,13,444,1913,"{'TS', 'RA'}",0.16,29.24,29.9,4.1,5,7.5
1012,2012-08-01,89,69,79,6,63,69,0,14,445,1911,set(),0.0,29.22,29.9,2.65,15,4.2
1013,2012-08-02,93,68,81,8,62,69,0,16,446,1910,set(),0.0,29.16,29.84,2.4,12,6.65
1014,2012-08-03,94,72,83,10,66,72,0,18,447,1909,{'BR'},0.0,29.18,29.85,4.8,8,6.1
1015,2012-08-04,94,71,83,10,68,72,0,18,448,1908,"{'RA', 'BR', 'TS'}",0.7,29.18,29.84,4.3,19,6.45
1016,2012-08-05,84,68,76,3,59,66,0,11,449,1907,set(),0.0,29.38,30.03,6.4,30,8.7
1017,2012-08-06,85,64,75,2,56,64,0,10,450,1906,set(),0.0,29.38,30.06,3.15,23,4.45
1018,2012-08-07,93,64,79,6,59,67,0,14,451,1904,set(),0.0,29.24,29.93,6.5,25,7.8
1019,2012-08-08,84,73,79,6,62,68,0,14,452,1903,{'RA'},0.01,29.26,29.94,8.2,5,8.6
1020,2012-08-09,76,64,70,-2,62,65,0,5,453,1902,"{'BR', 'TS', 'RA'}",0.03,29.18,29.86,7.15,4,9.4
1021,2012-08-10,76,61,69,-4,55,60,0,4,454,1900,"{'RA', 'BR', 'TS'}",0.29,29.22,29.9,13.4,35,14.3
1022,2012-08-11,78,57,68,-5,52,59,0,3,455,1859,set(),0.0,29.28,29.96,6.15,35,8.25
1023,2012-08-12,76,58,67,-5,53,60,0,2,456,1858,set(),0.0,29.3,29.98,3.55,22,4.25
1024,2012-08-13,70,61,66,-6,61,63,0,1,457,1856,"{'BR', 'RA'}",0.37,29.26,29.96,0.5,9,2.75
1025,2012-08-14,83,57,70,-1,60,64,0,5,458,1855,{'BR'},0.01,29.23,29.91,0.7,8,4.55
1026,2012-08-15,85,66,76,4,59,66,0,11,459,1854,set(),0.01,29.22,29.9,5.45,22,6.3
1027,2012-08-16,76,63,69,-2,61,65,0,4,500,1852,"{'RA', 'BR', 'TS'}",0.35,29.16,29.84,7.15,23,10.1
1028,2012-08-17,76,58,67,-4,51,58,0,2,501,1851,set(),0.0,29.3,29.98,4.1,33,6.9
1029,2012-08-18,77,55,66,-5,49,57,0,1,502,1849,set(),0.0,29.28,29.98,2.9,14,4.75
1030,2012-08-19,79,60,70,-1,49,58,0,5,503,1848,set(),0.0,29.25,29.93,1.7,9,3.9
1031,2012-08-20,75,59,67,-4,55,60,0,2,504,1846,"{'TS', 'RA'}",0.3,29.28,29.96,2.9,6,5.1
1032,2012-08-21,79,55,67,-3,50,58,0,2,505,1845,set(),0.0,29.38,30.06,2.35,11,4.6
1033,2012-08-22,84,63,74,3,51,60,0,-4,506,1843,set(),0.0,29.37,30.06,5.1,19,5.8
1034,2012-08-23,91,66,79,8,55,64,0,14,508,1842,{'RA'},0.02,29.36,30.04,7.3,18,7.7
1035,2012-08-24,93,67,80,9,56,66,0,15,509,1840,set(),0.0,29.31,29.98,7.6,18,8.35
1036,2012-08-25,93,68,81,11,56,66,0,16,510,1839,set(),0.0,29.32,30.0,7.45,18,8.05
1037,2012-08-26,80,67,74,4,66,68,0,9,511,1837,"{'RA', 'DZ', 'BR'}",2.12,29.32,30.0,5.1,18,7.3
1038,2012-08-27,88,67,78,8,61,67,0,13,512,1835,"{'BR', 'HZ'}",0.0,29.35,30.02,3.8,2,6.0
1039,2012-08-28,85,64,75,5,60,65,0,10,513,1834,set(),0.0,29.4,30.07,3.85,7,5.45
1040,2012-08-29,84,67,76,6,58,65,0,11,514,1832,set(),0.0,29.36,30.04,4.9,12,5.55
1041,2012-08-30,90,66,78,8,58,66,0,13,515,1831,set(),0.0,29.31,29.98,9.55,20,10.0
1042,2012-08-31,92,71,82,13,64,70,0,17,516,1829,set(),0.0,29.35,30.01,5.65,23,10.25
1043,2012-09-01,76,72,74,6,67,70,0,9,517,1827,"{'BR', 'RA'}",0.13,29.32,30.0,11.05,5,11.15
1044,2012-09-02,81,74,78,10,69,71,0,13,518,1826,set(),0.0,29.21,29.9,10.9,6,11.4
1045,2012-09-03,87,72,80,12,69,73,0,15,519,1824,{'BR'},0.0,29.2,29.88,4.8,6,5.15
1046,2012-09-04,89,67,78,10,68,72,0,13,520,1822,"{'RA', 'BR', 'TS'}",0.48,29.17,29.85,2.6,7,7.55
1047,2012-09-05,86,64,75,8,64,68,0,10,521,1821,{'RA'},0.16,29.14,29.8,3.6,23,6.75
1048,2012-09-06,86,69,77,10,61,67,0,12,522,1819,set(),0.0,29.21,29.88,2.5,18,6.1
1049,2012-09-07,78,60,69,2,59,63,0,4,523,1817,"{'BR', 'RA'}",0.13,29.14,29.81,4.15,34,9.2
1050,2012-09-08,73,55,64,-1,49,56,0,0,524,1815,{'RA'},0.26,29.17,29.86,8.85,30,11.1
1051,2012-09-09,72,55,64,-2,51,56,1,0,525,1814,set(),0.0,29.38,30.03,8.4,35,9.45
1052,2012-09-10,76,53,65,-1,48,56,0,0,526,1812,set(),0.0,29.46,30.14,5.25,18,5.7
1053,2012-09-11,83,55,70,5,52,60,0,5,527,1810,set(),0.0,29.41,30.1,10.5,20,10.9
1054,2012-09-12,86,63,75,10,55,62,0,10,528,1809,set(),0.0,29.44,30.11,9.65,21,9.95
1055,2012-09-13,71,55,63,-1,54,58,1,0,529,1807,"{'BR', 'RA', 'DZ'}",0.16,29.56,30.24,8.25,35,9.95
1056,2012-09-14,75,52,64,0,45,54,0,0,530,1805,set(),0.0,29.6,30.29,5.35,29,6.75
1057,2012-09-15,79,52,66,2,45,55,0,1,531,1803,set(),0.0,29.5,30.21,1.8,16,3.75
1058,2012-09-16,77,52,65,1,46,55,1,1,532,1760,set(),0.0,29.34,30.04,4.8,21,5.25
1059,2012-09-17,78,57,68,4,55,59,0,3,533,1758,"{'BR', 'TS', 'RA'}",0.22,29.14,29.84,4.9,25,9.0
1060,2012-09-18,63,48,56,-8,38,47,9,0,535,1756,set(),0.0,29.24,29.92,11.5,32,11.9
1061,2012-09-19,73,44,59,-4,39,50,6,0,536,1755,set(),0.0,29.23,29.94,14.95,20,15.15
1062,2012-09-20,72,53,63,1,38,50,2,0,537,1753,set(),0.0,29.2,29.89,8.2,27,8.95
1063,2012-09-21,60,50,55,-6,45,50,9,0,538,1751,"{'BR', 'RA'}",0.14,29.16,29.86,1.75,29,6.6
1064,2012-09-22,59,45,53,-9,40,46,12,0,539,1749,{'RA'},0.02,29.32,29.99,10.15,29,11.0
1065,2012-09-23,61,41,52,-9,35,43,13,0,540,1748,set(),0.0,29.52,30.22,5.3,29,6.4
1066,2012-09-24,70,39,55,-5,33,46,9,0,541,1746,set(),0.0,29.32,30.06,11.1,22,11.35
1067,2012-09-25,77,51,64,3,51,57,1,0,542,1744,{'BR'},0.0,29.16,29.86,8.1,20,8.5
1068,2012-09-26,68,55,62,2,50,55,3,0,543,1742,"{'BR', 'HZ'}",0.0,29.36,30.02,9.4,2,9.95
1069,2012-09-27,66,47,57,-2,46,51,7,0,544,1741,set(),0.0,29.46,30.16,7.8,35,8.4
1070,2012-09-28,67,51,59,0,48,52,5,0,545,1739,{'RA'},0.0,29.44,30.13,7.3,18,8.6
1071,2012-09-29,79,48,64,5,46,53,1,0,546,1737,set(),0.0,29.32,30.03,2.15,35,5.7
1072,2012-09-30,66,51,59,0,46,51,6,0,547,1735,set(),0.0,29.26,29.96,7.15,3,8.5
1073,2012-10-01,66,48,57,0,45,52,7,0,548,1734,set(),0.0,29.16,29.87,4.05,5,4.85
1074,2012-10-02,69,56,62,4,49,55,2,0,549,1732,set(),0.0,29.17,29.86,10.45,3,10.8
1075,2012-10-03,66,60,63,6,58,60,2,0,550,1730,"{'RA', 'DZ', 'BR', 'HZ'}",0.15,29.26,29.94,3.5,21,5.9
1076,2012-10-04,79,49,64,7,51,56,1,0,552,1729,{'RA'},0.11,29.35,30.02,10.85,23,12.45
1077,2012-10-05,50,40,46,-11,31,40,19,0,553,1727,{'RA'},0.0,29.4,30.1,9.1,27,9.75
1078,2012-10-06,50,34,42,-13,27,37,22,0,554,1725,set(),0.0,29.44,30.14,8.85,29,9.2
1079,2012-10-07,51,37,44,-11,24,36,20,0,555,1724,set(),0.0,29.45,30.16,5.7,28,7.25
1080,2012-10-08,60,34,47,-9,28,40,18,0,556,1722,set(),0.0,29.36,30.08,12.35,20,12.4
1081,2012-10-09,66,42,54,0,37,45,10,0,557,1720,"{'BR', 'RA'}",0.18,29.19,29.91,12.45,21,15.5
1082,2012-10-10,51,36,44,-11,30,38,21,0,558,1719,set(),0.0,29.4,30.09,11.0,28,11.95
1083,2012-10-11,67,37,52,-2,34,44,13,0,559,1717,"{'RA', 'DZ'}",0.02,29.44,30.12,8.35,22,13.85
1084,2012-10-12,53,39,46,-8,31,40,19,0,600,1715,{'DZ'},0.01,29.64,30.36,6.05,6,10.15
1085,2012-10-13,67,45,57,4,51,54,8,0,602,1714,"{'RA', 'DZ', 'BR', 'HZ'}",0.34,29.22,29.96,11.2,19,11.9
1086,2012-10-14,71,48,60,7,54,57,4,0,603,1712,"{'RA', 'BR', 'TS'}",0.66,28.93,29.62,11.1,23,15.45
1087,2012-10-15,60,43,52,-1,40,46,13,0,604,1711,set(),0.0,29.24,29.9,4.95,31,8.75
1088,2012-10-16,70,42,56,4,44,51,9,0,605,1709,set(),0.0,29.01,29.73,13.15,17,13.5
1089,2012-10-17,68,54,61,9,51,55,3,0,606,1707,"{'BR', 'RA'}",0.47,28.75,29.46,14.55,19,16.35
1090,2012-10-18,54,45,50,-1,40,45,15,0,607,1706,"{'RA', 'DZ'}",0.1,28.75,29.44,13.45,22,14.8
1091,2012-10-19,52,43,48,-2,42,45,16,0,608,1704,"{'RA', 'DZ'}",0.08,28.85,29.52,4.3,25,6.8
1092,2012-10-20,58,40,49,0,40,44,15,0,610,1703,set(),0.0,29.14,29.81,6.75,25,7.1
1093,2012-10-21,69,39,54,4,44,49,10,0,611,1701,set(),0.0,29.29,29.98,5.65,15,6.0
1094,2012-10-22,66,52,59,9,55,57,5,0,612,1660,"{'RA', 'BR', 'TS'}",0.55,29.21,29.92,4.75,19,6.65
1095,2012-10-23,69,58,64,15,59,61,1,0,613,1658,"{'RA', 'BR', 'HZ'}",0.04,29.21,29.9,4.4,16,6.35
1096,2012-10-24,78,59,69,20,61,64,0,4,614,1657,set(),0.0,29.19,29.88,10.95,19,10.9
1097,2012-10-25,76,45,60,12,55,59,4,0,616,1656,{'RA'},0.29,29.15,29.81,11.75,22,16.95
1098,2012-10-26,51,37,44,-3,30,39,20,0,617,1654,set(),0.0,29.57,30.26,9.0,34,9.9
1099,2012-10-27,48,35,41,-6,27,36,23,0,618,1653,set(),0.0,29.57,30.28,10.0,36,10.8
1100,2012-10-28,49,39,44,-2,30,38,20,0,619,1651,"{'RA', 'DZ'}",0.0,29.55,30.27,13.25,1,14.25
1101,2012-10-29,51,37,44,-2,30,38,20,0,620,1650,set(),0.0,29.46,30.2,15.1,35,15.65
1102,2012-10-30,47,39,44,-2,26,36,21,0,622,1649,set(),0.0,29.12,29.86,19.35,34,19.0
1103,2012-10-31,49,34,42,-4,26,35,23,0,623,1647,set(),0.0,29.12,29.84,12.8,32,13.1
1104,2013-05-01,84,59,72,19,53,62,0,7,448,1849,set(),0.0,29.4,30.06,7.85,18,8.85
1105,2013-05-02,63,42,52,-1,40,45,12,0,447,1850,{'RA'},0.06,29.48,30.17,15.5,2,15.75
1106,2013-05-03,49,40,44,-9,41,43,20,0,446,1851,"{'BR', 'RA'}",0.04,29.31,30.03,11.1,3,11.35
1107,2013-05-04,71,48,60,6,44,51,4,0,444,1852,set(),0.02,29.29,29.99,6.05,6,7.3
1108,2013-05-05,69,48,59,4,42,50,5,0,443,1853,{'RA'},0.0,29.31,30.0,8.4,2,8.95
1109,2013-05-06,70,50,61,6,38,49,4,0,442,1855,set(),0.0,29.31,30.0,7.25,2,7.75
1110,2013-05-07,75,48,62,7,40,51,2,0,441,1856,set(),0.0,29.32,30.01,4.9,5,6.05
1111,2013-05-08,78,47,63,7,42,53,2,0,439,1857,set(),0.0,29.3,29.98,3.85,8,4.75
1112,2013-05-09,75,48,62,6,49,55,3,0,438,1858,"{'BR', 'RA', 'DZ'}",0.48,29.19,29.9,0.85,14,5.65
1113,2013-05-10,48,44,46,-9,42,44,18,0,437,1859,"{'RA', 'DZ', 'BR', 'HZ'}",0.08,29.22,29.91,9.95,35,10.4
1114,2013-05-11,61,43,52,-4,36,45,12,0,436,1860,"{'BR', 'HZ'}",0.0,29.24,29.93,9.4,29,11.9
1115,2013-05-12,55,37,46,-10,28,39,18,0,435,1901,set(),0.0,29.38,30.09,6.65,32,10.4
1116,2013-05-13,62,37,50,-8,31,43,15,0,434,1902,set(),0.0,29.38,30.1,2.8,8,6.1
1117,2013-05-14,90,53,72,14,48,58,0,7,433,1903,set(),0.0,29.02,29.76,8.65,21,11.6
1118,2013-05-15,83,61,72,14,48,58,0,7,432,1904,set(),0.0,29.1,29.76,2.75,26,8.95
1119,2013-05-16,82,55,68,9,45,56,0,3,431,1905,set(),0.0,29.23,29.89,4.05,7,5.15
1120,2013-05-17,71,56,64,5,46,54,1,0,430,1906,set(),0.01,29.32,29.99,5.3,5,6.45
1121,2013-05-18,79,57,68,8,55,61,0,3,429,1907,"{'BR', 'HZ'}",0.0,29.3,29.99,5.8,11,6.75
1122,2013-05-19,86,60,73,13,60,66,0,8,428,1908,"{'BR', 'HZ'}",0.0,29.15,29.85,6.65,14,7.85
1123,2013-05-20,90,65,78,17,59,67,0,13,427,1909,"{'RA', 'BR', 'TS'}",1.17,29.06,29.73,13.1,21,14.05
1124,2013-05-21,81,64,73,12,62,66,0,8,426,1910,"{'BR', 'TS', 'RA'}",0.38,29.0,29.68,11.8,20,12.45
1125,2013-05-22,73,54,64,3,59,62,1,0,425,1911,"{'RA', 'BR', 'TS'}",1.0,29.0,29.66,5.45,24,8.35
1126,2013-05-23,55,42,49,-12,41,45,16,0,425,1912,"{'BR', 'RA'}",0.09,29.41,30.05,16.2,19,16.45
1127,2013-05-24,57,41,49,-12,33,42,15,0,424,1913,set(),0.0,29.66,30.36,7.8,3,8.55
1128,2013-05-25,57,45,51,-10,36,44,13,0,423,1914,set(),0.0,29.63,30.34,4.0,5,4.4
1129,2013-05-26,67,45,56,-5,43,50,8,0,422,1915,{'RA'},0.02,29.5,30.22,4.75,9,6.55
1130,2013-05-27,63,54,59,-2,53,56,5,0,422,1916,"{'RA', 'DZ', 'BR', 'TS', 'HZ'}",0.21,29.24,29.97,8.0,9,8.7
